item,delta_mean
class_0_acc,0.10408163265306125
class_1_acc,-0.02114537444933917
class_2_acc,-0.057170542635658905
class_3_acc,0.07920792079207917
class_4_acc,-0.021384928716904228
class_5_acc,0.18497757847533625
class_6_acc,-0.024008350730688965
class_7_acc,0.1857976653696498
class_8_acc,0.026694045174537995
class_9_acc,0.20614469772051536
