group,setting,method,num_runs,accuracy_mean,accuracy_std,loss_mean,loss_std,macro_accuracy_mean,macro_accuracy_std,worst_class_accuracy_mean,worst_class_accuracy_std,mean_client_local_accuracy_mean,mean_client_local_accuracy_std,std_client_local_accuracy_mean,std_client_local_accuracy_std
alpha_sweep,alpha_0.5,simple_avg,1,0.8168,0.0,0.6237767196655274,0.0,0.8124167833092099,0.0,0.515695067264574,0.0,0.8216315556830892,0.0,0.07145216041943114,0.0
alpha_sweep,alpha_0.5,single_best,1,0.912,0.0,0.29730252799987794,0.0,0.9105274329568482,0.0,0.8171206225680934,0.0,,,,
alpha_sweep,alpha_1.0,centralized,1,0.9745,0.0,0.08492515716552734,0.0,0.9743068397593767,0.0,0.9591439688715954,0.0,0.9847382768008366,0.0,0.0023769433161503705,0.0
alpha_sweep,alpha_1.0,epoch_weighted_avg,1,0.8816,0.0,0.42034309997558594,0.0,0.8809031951984977,0.0,0.7373540856031129,0.0,0.8781507085895038,0.0,0.02274461459941915,0.0
alpha_sweep,alpha_1.0,regmean_epoch_weighted,1,0.9001,0.0,0.3337500114440918,0.0,0.8987877622859767,0.0,0.830739299610895,0.0,0.8973621326031477,0.0,0.013510977317210222,0.0
alpha_sweep,alpha_1.0,regmean_equal,1,0.9001,0.0,0.3337500114440918,0.0,0.8987877622859767,0.0,0.830739299610895,0.0,0.8973621326031477,0.0,0.013510977317210222,0.0
alpha_sweep,alpha_1.0,simple_avg,1,0.8816,0.0,0.42034309997558594,0.0,0.8809031951984977,0.0,0.7373540856031129,0.0,0.8781507085895038,0.0,0.02274461459941915,0.0
alpha_sweep,alpha_1.0,single_best,1,0.9095,0.0,0.3061059013366699,0.0,0.9089549431405437,0.0,0.7974806201550387,0.0,,,,
alpha_sweep,alpha_5.0,centralized,1,0.9745,0.0,0.08492515716552734,0.0,0.9743068397593767,0.0,0.9591439688715954,0.0,0.9848176572187053,0.0,0.001698683189729951,0.0
alpha_sweep,alpha_5.0,epoch_weighted_avg,1,0.9211,0.0,0.2888611343383789,0.0,0.9200260379802859,0.0,0.8624229979466119,0.0,0.9183909921758973,0.0,0.005523387818603625,0.0
alpha_sweep,alpha_5.0,regmean_epoch_weighted,1,0.9182,0.0,0.2825079334259033,0.0,0.9169221227436017,0.0,0.8497757847533632,0.0,0.9155277487981386,0.0,0.005073345381961961,0.0
alpha_sweep,alpha_5.0,regmean_equal,1,0.9182,0.0,0.2825079334259033,0.0,0.9169221227436017,0.0,0.8497757847533632,0.0,0.9155277487981386,0.0,0.005073345381961961,0.0
alpha_sweep,alpha_5.0,simple_avg,1,0.9211,0.0,0.2888611343383789,0.0,0.9200260379802859,0.0,0.8624229979466119,0.0,0.9183909921758973,0.0,0.005523387818603625,0.0
alpha_sweep,alpha_5.0,single_best,1,0.9238,0.0,0.2648374092102051,0.0,0.9229188419965579,0.0,0.8766816143497758,0.0,,,,
calibration_sweep,calib_128,centralized,1,0.9751,0.0,0.08252302122116088,0.0,0.9750614776539521,0.0,0.9602713178294574,0.0,0.9940917370387637,0.0,0.0020113112147236377,0.0
calibration_sweep,calib_128,epoch_weighted_avg,1,0.6055,0.0,1.4739314666748047,0.0,0.5994278992372795,0.0,0.017346938775510204,0.0,0.6173313387818639,0.0,0.14880385135803914,0.0
calibration_sweep,calib_128,regmean_epoch_weighted,1,0.7856,0.0,1.0710561584472655,0.0,0.7798004051511023,0.0,0.3778026905829596,0.0,0.7963534062862674,0.0,0.07756199294763962,0.0
calibration_sweep,calib_128,regmean_equal,1,0.8123,0.0,0.7661509307861328,0.0,0.8081329647064053,0.0,0.5280269058295964,0.0,0.8162068577495306,0.0,0.05646216398463135,0.0
calibration_sweep,calib_128,simple_avg,1,0.794,0.0,0.6262754440307617,0.0,0.7897374881189378,0.0,0.3994053518334985,0.0,0.8025745492210462,0.0,0.07916312705686068,0.0
calibration_sweep,calib_128,single_best,1,0.912,0.0,0.29730252799987794,0.0,0.9105274329568482,0.0,0.8171206225680934,0.0,,,,
calibration_sweep,calib_16,centralized,1,0.9751,0.0,0.08252302122116088,0.0,0.9750614776539521,0.0,0.9602713178294574,0.0,0.9940917370387637,0.0,0.0020113112147236377,0.0
calibration_sweep,calib_16,epoch_weighted_avg,1,0.6055,0.0,1.4739314666748047,0.0,0.5994278992372795,0.0,0.017346938775510204,0.0,0.6173313387818639,0.0,0.14880385135803914,0.0
