item,delta_mean
client_0_local_acc,0.016885553470919246
client_1_local_acc,0.0025210084033613356
client_2_local_acc,-0.043333333333333335
client_3_local_acc,0.07634953772740827
client_4_local_acc,0.04685872960777504
client_5_local_acc,-0.01974913263944489
client_6_local_acc,0.05311642493139945
client_7_local_acc,0.12395759717314492
client_8_local_acc,-0.01919075144508664
client_9_local_acc,0.028457836367440925
